sic1987,sic1987_title,naics2022,naics2022_title
5431,Fruit and Vegetable Markets (temporary fruit and vegetable stands),NA,NA
5431,Fruit and Vegetable Markets (temporary fruit and vegetable stands),NA,NA
5431,Fruit and Vegetable Markets (except temporary fruit and vegetable stands),NA,NA
5431,Fruit and Vegetable Markets (temporary fruit and vegetable stands),NA,NA
5431,Fruit and Vegetable Markets (temporary fruit and vegetable stands),NA,NA
5431,Fruit and Vegetable Markets (temporary fruit and vegetable stands),NA,NA
5431,Fruit and Vegetable Markets (temporary fruit and vegetable stands),NA,NA
5431,Fruit and Vegetable Markets (temporary fruit and vegetable stands),NA,NA
5431,Fruit and Vegetable Markets (temporary fruit and vegetable stands),NA,NA
5431,Fruit and Vegetable Markets (temporary fruit and vegetable stands),NA,NA
5431,Fruit and Vegetable Markets (temporary fruit and vegetable stands),NA,NA
5431,Fruit and Vegetable Markets (temporary fruit and vegetable stands),NA,NA
5431,Fruit and Vegetable Markets (temporary fruit and vegetable stands),NA,NA
5431,Fruit and Vegetable Markets (temporary fruit and vegetable stands),NA,NA
5431,Fruit and Vegetable Markets (temporary fruit and vegetable stands),NA,NA
5431,Fruit and Vegetable Markets (temporary fruit and vegetable stands),NA,NA
5431,Fruit and Vegetable Markets (temporary fruit and vegetable stands),NA,NA
5431,Fruit and Vegetable Markets (temporary fruit and vegetable stands),NA,NA
5431,Fruit and Vegetable Markets (temporary fruit and vegetable stands),NA,NA
5431,Fruit and Vegetable Markets (temporary fruit and vegetable stands),NA,NA
5431,Fruit and Vegetable Markets (temporary fruit and vegetable stands),NA,NA
5431,Fruit and Vegetable Markets (temporary fruit and vegetable stands),NA,NA
5431,Fruit and Vegetable Markets (temporary fruit and vegetable stands),NA,NA
5431,Fruit and Vegetable Markets (temporary fruit and vegetable stands),NA,NA
5431,Fruit and Vegetable Markets (temporary fruit and vegetable stands),NA,NA
5431,Fruit and Vegetable Markets (temporary fruit and vegetable stands),NA,NA
5431,Fruit and Vegetable Markets (temporary fruit and vegetable stands),NA,NA
5431,Fruit and Vegetable Markets (temporary fruit and vegetable stands),NA,NA
5431,Fruit and Vegetable Markets (temporary fruit and vegetable stands),NA,NA
5431,Fruit and Vegetable Markets (temporary fruit and vegetable stands),NA,NA
5431,Fruit and Vegetable Markets (temporary fruit and vegetable stands),NA,NA
5431,Fruit and Vegetable Markets (temporary fruit and vegetable stands),NA,NA
5431,Fruit and Vegetable Markets (temporary fruit and vegetable stands),NA,NA
5431,Fruit and Vegetable Markets (temporary fruit and vegetable stands),NA,NA
5431,Fruit and Vegetable Markets (temporary fruit and vegetable stands),NA,NA
5441,"Candy, Nut, and Confectionery Stores (nonchocolate candy stores, preparing on premises)",NA,NA
5441,"Candy, Nut, and Confectionery Stores (chocolate candy stores, preparing on premises)",NA,NA
5441,"Candy, Nut, and Confectionery Stores (except stores preparing candy on premises)",NA,NA
5451,Dairy Products Stores,NA,NA
5461,"Retail Bakeries (bread, cake and related products baked and sold on premise)",NA,NA
5461,Retail Bakeries (selling only),NA,NA
5461,Retail Bakeries (snacks),NA,NA
5499,Miscellaneous Food Stores (poultry and poultry products),NA,NA
5499,Miscellaneous Food Stores (except food supplement stores and  poultry stores),NA,NA
5499,Miscellaneous Food Stores (food supplements),NA,NA
5511,Motor Vehicle Dealers (New and Used),NA,NA
5521,Motor Vehicle Dealers (Used Only),NA,NA
5531,Auto and Home Supply Stores (auto supply stores),NA,NA
5531,Auto and Home Supply Stores (tires and tubes),NA,NA
5531,Auto and Home Supply Stores (other auto and home supply stores),NA,NA
5541,Gasoline Service Station (gasoline station with convenience store),NA,NA
5541,Gasoline Service Station (gasoline station without convenience store),NA,NA
5551,Boat Dealers,NA,NA
5561,Recreational Vehicle Dealers,NA,NA
5571,Motorcycle Dealers,NA,NA
5599,"Automotive Dealers, NEC",NA,NA
5611,Men's and Boys' Clothing and Accessory Stores (clothing stores),NA,NA
5611,Men’s and Boys’ Clothing and Accessory Stores (accessories),NA,NA
5621,Women's Clothing Stores (except dress shops and bridal shops),NA,NA
5621,Women's Clothing Stores (dress shops and bridal shops),NA,NA
5632,Women's Accessory and Specialty Stores (accessories),NA,NA
5632,Women’s Accessory and Specialty Stores (specialty stores),NA,NA
5641,Children's and Infants’ Wear Stores,NA,NA
5651,Family Clothing Stores,NA,NA
5661,Shoe Stores,NA,NA
5699,Miscellaneous Apparel and Accessory Stores (custom tailors),NA,NA
5699,Miscellaneous Apparel and Accessory Stores (custom dressmakers),NA,NA
5699,Miscellaneous Apparel and Accessory Stores (accessories),NA,NA
5699,Miscellaneous Apparel and Accessory Stores (miscellaneous apparel except accessories and custom tailors),NA,NA
5712,Furniture Stores (custom wood cabinets),NA,NA
5712,Furniture  Stores (custom made upholstered household furniture),NA,NA
5712,Furniture Stores (custom made nonupholstered wood household furniture except cabinets),NA,NA
5712,Furniture Stores (except custom furniture and cabinets),NA,NA
5713,Floor Coverings Stores,NA,NA
5714,"Drapery, Curtain, and Upholstery Stores (custom drapes)",NA,NA
5714,"Drapery, Curtain, and Upholstery Stores (custom slipcovers)",NA,NA
5714,"Drapery, Curtain, and Upholstery Stores (drapery and curtain stores except primarily custom)",NA,NA
5714,"Drapery, Curtain, and Upholstery Stores (upholstery materials)",NA,NA
5719,Miscellaneous Homefurnishings Stores (manufacturing and selling pottery on site),NA,NA
5719,Miscellaneous Homefurnishings Stores (blinds and shades),NA,NA
5719,Miscellaneous Homefurnishings Stores (except pottery and crafts made and sold on site and  window furnishings),NA,NA
5722,Household Appliance Stores,NA,NA
5731,"Radio, Television, and Consumer Electronics Stores (automobile radios)",NA,NA
5731,"Radio, Television, and Consumer Electronics Stores (except automobile radios)",NA,NA
5734,Computer and Computer Software Stores,NA,NA
5735,Record and Prerecorded Tape Stores,NA,NA
5736,Musical Instruments Stores,NA,NA
5812,Eating Places (dinner theaters),NA,NA
5812,Eating Places (food service contractors),NA,NA
5812,Eating Places (caterers),NA,NA
5812,Eating Places (full-service restaurants),NA,NA
5812,Eating Places (limited-service restaurants),NA,NA
5812,Eating Places (cafeterias),NA,NA
5812,Eating Places (snack and nonalcoholic beverage bars),NA,NA
5813,Drinking Places (Alcoholic Beverages),NA,NA
5912,Drug Stores and Proprietary Stores,NA,NA
5921,Liquor Stores,NA,NA
5932,Used Merchandise Stores (except pawn shops),NA,NA
5932,Used Merchandise Stores (pawnshops),NA,NA
5941,Sporting Goods Stores and Bicycle Shops,NA,NA
5942,Book Stores,NA,NA
5943,Stationery Stores,NA,NA
5944,Jewelry Stores,NA,NA
5945,"Hobby, Toy, and Game Stores",NA,NA
5946,Camera and Photographic Supply Stores,NA,NA
5947,"Gift, Novelty, and Souvenir Shops",NA,NA
5948,Luggage and Leather Goods Stores,NA,NA
5949,"Sewing, Needlework, and Piece Goods Stores",NA,NA
5961,Catalog and Mail-Order Houses (electronic shopping web sites),NA,NA
5961,Catalog and Mail-Order Houses (electronic auctions),NA,NA
5961,Catalog and Mail-Order Houses (mail-order houses),NA,NA
5961,Catalog and Mail-Order Houses (electronic shopping web sites),NA,NA
5961,Catalog and Mail-Order Houses (electronic auctions),NA,NA
5961,Catalog and Mail-Order Houses (mail-order houses),NA,NA
5961,Catalog and Mail-Order Houses (electronic shopping web sites),NA,NA
5961,Catalog and Mail-Order Houses (electronic auctions),NA,NA
5961,Catalog and Mail-Order Houses (mail-order houses),NA,NA
5961,Catalog and Mail-Order Houses (electronic shopping web sites),NA,NA
5961,Catalog and Mail-Order Houses (electronic auctions),NA,NA
5961,Catalog and Mail-Order Houses (mail-order houses),NA,NA
5961,Catalog and Mail-Order Houses (electronic shopping web sites),NA,NA
5961,Catalog and Mail-Order Houses (electronic auctions),NA,NA
5961,Catalog and Mail-Order Houses (mail-order houses),NA,NA
5961,Catalog and Mail-Order Houses (electronic shopping web sites),NA,NA
5961,Catalog and Mail-Order Houses (electronic auctions),NA,NA
5961,Catalog and Mail-Order Houses (mail-order houses),NA,NA
5961,Catalog and Mail-Order Houses (electronic shopping web sites),NA,NA
5961,Catalog and Mail-Order Houses (electronic auctions),NA,NA
5961,Catalog and Mail-Order Houses (mail-order houses),NA,NA
5961,Catalog and Mail-Order Houses (electronic shopping web sites),NA,NA
5961,Catalog and Mail-Order Houses (electronic auctions),NA,NA
5961,Catalog and Mail-Order Houses (mail-order houses),NA,NA
5961,Catalog and Mail-Order Houses (electronic shopping web sites),NA,NA
5961,Catalog and Mail-Order Houses (electronic auctions),NA,NA
5961,Catalog and Mail-Order Houses (mail-order houses),NA,NA
5961,Catalog and Mail-Order Houses (electronic shopping web sites),NA,NA
5961,Catalog and Mail-Order Houses (electronic auctions),NA,NA
5961,Catalog and Mail-Order Houses (mail-order houses),NA,NA
5961,Catalog and Mail-Order Houses (electronic shopping web sites),NA,NA
5961,Catalog and Mail-Order Houses (electronic auctions),NA,NA
5961,Catalog and Mail-Order Houses (mail-order houses),NA,NA
5961,Catalog and Mail-Order Houses (electronic shopping web sites),NA,NA
5961,Catalog and Mail-Order Houses (electronic auctions),NA,NA
5961,Catalog and Mail-Order Houses (mail-order houses),NA,NA
5961,Catalog and Mail-Order Houses (electronic shopping web sites),NA,NA
5961,Catalog and Mail-Order Houses (electronic auctions),NA,NA
5961,Catalog and Mail-Order Houses (mail-order houses),NA,NA
5961,Catalog and Mail-Order Houses (electronic shopping web sites),NA,NA
5961,Catalog and Mail-Order Houses (electronic auctions),NA,NA
5961,Catalog and Mail-Order Houses (mail-order houses),NA,NA
5961,Catalog and Mail-Order Houses (electronic shopping web sites),NA,NA
5961,Catalog and Mail-Order Houses (electronic auctions),NA,NA
5961,Catalog and Mail-Order Houses (mail-order houses),NA,NA
5961,Catalog and Mail-Order Houses (electronic shopping web sites),NA,NA
5961,Catalog and Mail-Order Houses (electronic auctions),NA,NA
5961,Catalog and Mail-Order Houses (mail-order houses),NA,NA
5961,Catalog and Mail-Order Houses (electronic shopping web sites),NA,NA
5961,Catalog and Mail-Order Houses (electronic auctions),NA,NA
5961,Catalog and Mail-Order Houses (mail-order houses),NA,NA
5961,Catalog and Mail-Order Houses (electronic shopping web sites),NA,NA
5961,Catalog and Mail-Order Houses (electronic auctions),NA,NA
5961,Catalog and Mail-Order Houses (mail-order houses),NA,NA
5961,Catalog and Mail-Order Houses (electronic shopping web sites),NA,NA
5961,Catalog and Mail-Order Houses (electronic auctions),NA,NA
5961,Catalog and Mail-Order Houses (mail-order houses),NA,NA
5961,Catalog and Mail-Order Houses (electronic shopping web sites),NA,NA
5961,Catalog and Mail-Order Houses (electronic auctions),NA,NA
5961,Catalog and Mail-Order Houses (mail-order houses),NA,NA
5961,Catalog and Mail-Order Houses (electronic shopping web sites),NA,NA
5961,Catalog and Mail-Order Houses (electronic auctions),NA,NA
5961,Catalog and Mail-Order Houses (mail-order houses),NA,NA
5961,Catalog and Mail-Order Houses (electronic shopping web sites),NA,NA
5961,Catalog and Mail-Order Houses (electronic auctions),NA,NA
5961,Catalog and Mail-Order Houses (mail-order houses),NA,NA
5961,Catalog and Mail-Order Houses (electronic shopping web sites),NA,NA
5961,Catalog and Mail-Order Houses (electronic auctions),NA,NA
5961,Catalog and Mail-Order Houses (mail-order houses),NA,NA
5961,Catalog and Mail-Order Houses (electronic shopping web sites),NA,NA
5961,Catalog and Mail-Order Houses (electronic auctions),NA,NA
5961,Catalog and Mail-Order Houses (mail-order houses),NA,NA
5961,Catalog and Mail-Order Houses (electronic shopping web sites),NA,NA
5961,Catalog and Mail-Order Houses (electronic auctions),NA,NA
5961,Catalog and Mail-Order Houses (mail-order houses),NA,NA
5961,Catalog and Mail-Order Houses (electronic shopping web sites),NA,NA
5961,Catalog and Mail-Order Houses (electronic auctions),NA,NA
5961,Catalog and Mail-Order Houses (mail-order houses),NA,NA
5961,Catalog and Mail-Order Houses (electronic shopping web sites),NA,NA
5961,Catalog and Mail-Order Houses (electronic auctions),NA,NA
5961,Catalog and Mail-Order Houses (mail-order houses),NA,NA
5961,Catalog and Mail-Order Houses (electronic shopping web sites),NA,NA
5961,Catalog and Mail-Order Houses (electronic auctions),NA,NA
5961,Catalog and Mail-Order Houses (mail-order houses),NA,NA
